District,Block,Habitation,LGD_Code,Households,Population,geocode_query_used,latitude,longitude,geocode_status,bhuvan_vid,bhuvan_population
Tawang,Zemithang-Dudunghar,Khobleteng,261387,66,273.0,"Khobleteng, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Zemithang-Dudunghar,Khokem,261441,44,171.0,"Khokem, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Zemithang-Dudunghar,Lumchang,261420,19,98.0,"Lumchang, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Zemithang-Dudunghar,Lumpo,261379,52,254.0,"Lumpo, Tawang, Arunachal Pradesh, India",27.7204821,91.7144005,"matched (fallback query, no block)",,
Tawang,Zemithang-Dudunghar,Maling,261433,11,37.0,"Maling, Tawang, Arunachal Pradesh, India",27.6350823,92.0693622,"matched (fallback query, no block)",,
Tawang,Zemithang-Dudunghar,Muchut (Kharakpu),261381,39,177.0,"Muchut (Kharakpu), Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Zemithang-Dudunghar,Muktur,261443,41,191.0,"Muktur, Tawang, Arunachal Pradesh, India",27.5800562,91.6627629,"matched (fallback query, no block)",,
Tawang,Zemithang-Dudunghar,Narmaleng,261438,3,17.0,"Narmaleng, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Zemithang-Dudunghar,Pamdung,261432,6,25.0,"Pamdung, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Zemithang-Dudunghar,Phomghar,261440,15,49.0,"Phomghar, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Zemithang-Dudunghar,Ramyang,261429,19,97.0,"Ramyang, Tawang, Arunachal Pradesh, India",27.514701,91.6549664,"matched (fallback query, no block)",,
Tawang,Zemithang-Dudunghar,Shakti,261394,102,370.0,"Shakti, Tawang, Arunachal Pradesh, India",27.61139,91.71387,"matched (fallback query, no block)",,
Tawang,Zemithang-Dudunghar,Shoktsen,261377,118,475.0,"Shoktsen, Tawang, Arunachal Pradesh, India",27.7416556,91.7318533,"matched (fallback query, no block)",,
Tawang,Zemithang-Dudunghar,Sirdi,261392,15,73.0,"Sirdi, Tawang, Arunachal Pradesh, India",27.6466524,91.7230296,"matched (fallback query, no block)",,
Tawang,Zemithang-Dudunghar,T.Gonpa,261380,57,204.0,"T.Gonpa, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Zemithang-Dudunghar,Tebo,261389,4,8.0,"Tebo, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Zemithang-Dudunghar,Thikshi,261391,18,79.0,"Thikshi, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Zemithang-Dudunghar,Yuser,261423,24,115.0,"Yuser, Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Tawang,Zemithang-Dudunghar,Zemithang H.Q.,261383,99,336.0,"Zemithang H.Q., Tawang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Siang,Jengging,Jengging Vill.,263996,0,0.0,"Jengging Vill., Upper Siang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Siang,Jengging,Pittung,263989,16,50.0,"Pittung, Upper Siang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Siang,Jengging,Tageng,263995,15,33.0,"Tageng, Upper Siang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Siang,Jengging,Tayeng,263988,0,0.0,"Tayeng, Upper Siang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Siang,Jengging,Tenemoka,263991,6,32.0,"Tenemoka, Upper Siang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Siang,Singa-Gelling,Bishing,263959,26,121.0,"Bishing, Upper Siang, Arunachal Pradesh, India",29.1107736,95.0268102,"matched (fallback query, no block)",,
Upper Siang,Singa-Gelling,Bona,263960,24,98.0,"Bona, Upper Siang, Arunachal Pradesh, India",29.0974164,94.9475348,"matched (fallback query, no block)",,
Upper Siang,Singa-Gelling,Gelling H.Q.,263962,31,123.0,"Gelling H.Q., Upper Siang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Siang,Singa-Gelling,Kopu,263961,47,186.0,"Kopu, Upper Siang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Siang,Singa-Gelling,Mankota,263967,18,177.0,"Mankota, Upper Siang, Arunachal Pradesh, India",28.8878329,95.0759463,"matched (fallback query, no block)",,
Upper Siang,Singa-Gelling,Mayum,263958,17,99.0,"Mayum, Upper Siang, Arunachal Pradesh, India",29.0924208,94.9597907,"matched (fallback query, no block)",,
Upper Siang,Singa-Gelling,Norbudling,263963,31,153.0,"Norbudling, Upper Siang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Siang,Singa-Gelling,Singa H.Q.,263977,33,176.0,"Singa H.Q., Upper Siang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Siang,Singa-Gelling,Tashi Gaon,263969,16,117.0,"Tashi Gaon, Upper Siang, Arunachal Pradesh, India",28.8743385,95.1028336,"matched (fallback query, no block)",,
Upper Siang,Tuting,Dompo,263936,0,0.0,"Dompo, Upper Siang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Siang,Tuting,Jido,263928,22,124.0,"Jido, Tuting, Upper Siang, Arunachal Pradesh, India",28.9820594,94.904882,matched,,
Upper Siang,Tuting,Kuging,263931,32,156.0,"Kuging, Upper Siang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Siang,Tuting,Lali,263945,35,201.0,"Lali, Tuting, Upper Siang, Arunachal Pradesh, India",29.0003932,94.8912175,matched,,
Upper Siang,Tuting,Ngaming,263934,74,472.0,"Ngaming, Tuting, Upper Siang, Arunachal Pradesh, India",28.9686342,94.9381419,matched,,
Upper Siang,Tuting,Ningging,263937,58,330.0,"Ningging, Upper Siang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Siang,Tuting,Nyering,263938,18,87.0,"Nyering, Tuting, Upper Siang, Arunachal Pradesh, India",28.9360701,95.0104597,matched,,
Upper Siang,Tuting,Pango,263950,56,283.0,"Pango, Upper Siang, Arunachal Pradesh, India",28.8870297,94.7578559,"matched (fallback query, no block)",,
Upper Siang,Tuting,Pekong,263939,0,0.0,"Pekong, Tuting, Upper Siang, Arunachal Pradesh, India",28.9878787,94.8919255,matched,,
Upper Siang,Tuting,Pekong,263947,91,616.0,"Pekong, Tuting, Upper Siang, Arunachal Pradesh, India",28.9878787,94.8919255,matched,,
Upper Siang,Tuting,Pokbir,263929,33,219.0,"Pokbir, Tuting, Upper Siang, Arunachal Pradesh, India",28.963981,94.9375517,matched,,
Upper Siang,Tuting,Rishing,263946,36,165.0,"Rishing, Tuting, Upper Siang, Arunachal Pradesh, India",28.9984023,94.8852907,matched,,
Upper Siang,Tuting,Tenggo,263935,9,50.0,"Tenggo, Tuting, Upper Siang, Arunachal Pradesh, India",29.0668244,94.478654,matched,,
Upper Siang,Tuting,Tuting H.Q.,263944,482,2733.0,"Tuting H.Q., Upper Siang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Siang,Tuting,Tuting Panikheti(Ongkong),263943,0,0.0,"Tuting Panikheti(Ongkong), Upper Siang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Siang,Tuting,Tuting Village,263940,1,2.0,"Tuting Village, Upper Siang, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Subansiri,Limeking,Dadu,262764,5,32.0,"Dadu, Limeking, Upper Subansiri, Arunachal Pradesh, India",28.3625828,93.5395735,matched,,
Upper Subansiri,Limeking,Dojubung,262763,2,11.0,"Dojubung, Upper Subansiri, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Subansiri,Limeking,Gelomo Camp(Golomoring),262791,11,40.0,"Gelomo Camp(Golomoring), Upper Subansiri, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Subansiri,Limeking,Gumsing,262772,21,117.0,"Gumsing, Upper Subansiri, Arunachal Pradesh, India",28.4321817,93.2172532,"matched (fallback query, no block)",,
Upper Subansiri,Limeking,Ishneya(Isnia) I,262773,20,121.0,"Ishneya(Isnia) I, Upper Subansiri, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Subansiri,Limeking,Kacha,262768,20,119.0,"Kacha, Upper Subansiri, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Subansiri,Limeking,Limeking H.Q.,262798,62,376.0,"Limeking H.Q., Upper Subansiri, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Subansiri,Limeking,Lingbing,262770,19,116.0,"Lingbing, Upper Subansiri, Arunachal Pradesh, India",28.4367283,93.2151175,"matched (fallback query, no block)",,
Upper Subansiri,Limeking,Ojugu,262775,21,105.0,"Ojugu, Upper Subansiri, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Subansiri,Limeking,Redding,262766,12,74.0,"Redding, Limeking, Upper Subansiri, Arunachal Pradesh, India",28.4851077,93.4621565,matched,,
Upper Subansiri,Limeking,Redding Camp,262792,7,39.0,"Redding Camp, Limeking, Upper Subansiri, Arunachal Pradesh, India",28.4851077,93.4621565,matched,,
Upper Subansiri,Limeking,Reddy,262765,13,67.0,"Reddy, Upper Subansiri, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Subansiri,Limeking,Taksing H.Q.,262776,52,324.0,"Taksing H.Q., Upper Subansiri, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Subansiri,Limeking,Taying,262771,7,51.0,"Taying, Upper Subansiri, Arunachal Pradesh, India",28.4321817,93.2172532,"matched (fallback query, no block)",,
Upper Subansiri,Limeking,Thungba(Tungba),262769,6,35.0,"Thungba(Tungba), Upper Subansiri, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Upper Subansiri,Limeking,Yaja,262767,7,34.0,"Yaja, Upper Subansiri, Arunachal Pradesh, India",28.4354329,93.2468461,"matched (fallback query, no block)",,
Upper Subansiri,Nacho,Chokar,262817,15,86.0,"Chokar, Nacho, Upper Subansiri, Arunachal Pradesh, India",28.4279157,93.8094041,matched,,
Upper Subansiri,Siyum,Byachng(Siyum H.Q.),262864,25,131.0,"Byachng(Siyum H.Q.), Upper Subansiri, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
West Kameng,Nafra,Dibbin,261732,54,390.0,"Dibbin, West Kameng, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
West Kameng,Nafra,Dibirick,261728,36,200.0,"Dibirick, West Kameng, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
West Kameng,Nafra,Dillung,261730,12,65.0,"Dillung, West Kameng, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
West Kameng,Nafra,Dingchang,261742,27,91.0,"Dingchang, West Kameng, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
West Kameng,Nafra,Dishing,261731,8,34.0,"Dishing, West Kameng, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
West Kameng,Nafra,Jerigaon,261743,115,534.0,"Jerigaon, Nafra, West Kameng, Arunachal Pradesh, India",27.3403204,92.4726477,matched,,
West Kameng,Nafra,Khellong,261722,66,357.0,"Khellong, West Kameng, Arunachal Pradesh, India",27.0133852,92.4145185,"matched (fallback query, no block)",,
West Kameng,Nafra,Mathow,261734,44,237.0,"Mathow, West Kameng, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
West Kameng,Nafra,Nafra H.Q.,261745,274,1169.0,"Nafra H.Q., West Kameng, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
West Kameng,Nafra,Nakhu,261724,55,303.0,"Nakhu, West Kameng, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
West Kameng,Nafra,Pedung (New Bomdila),261746,193,839.0,"Pedung (New Bomdila), West Kameng, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Mechuka,Charu,263433,0,0.0,"Charu, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Mechuka,Dechengtung East,263321,23,160.0,"Dechengtung East, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Mechuka,Gai,263437,2,16.0,"Gai, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Mechuka,Galling,263324,10,73.0,"Galling, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Mechuka,Hone,263445,14,140.0,"Hone, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Mechuka,Lamak,263402,15,71.0,"Lamak, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Mechuka,Lhalung,263319,43,310.0,"Lhalung, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Mechuka,Mechuka H.Q.,263348,282,1998.0,"Mechuka H.Q., Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Mechuka,Pene,263446,4,45.0,"Pene, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Mechuka,Segong,263320,14,97.0,"Segong, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Mechuka,Singbir,263323,23,160.0,"Singbir, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Mechuka,Thargelling,263317,15,110.0,"Thargelling, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Mechuka,Yapu,263432,4,38.0,"Yapu, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Mechuka,Yorko,263318,17,77.0,"Yorko, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Monigong,Chingo,263359,15,81.0,"Chingo, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Monigong,Korle,263358,12,69.0,"Korle, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Monigong,Labukar,263367,16,82.0,"Labukar, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Monigong,Nema Sibo,263360,21,125.0,"Nema Sibo, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Monigong,Paning,263380,19,74.0,"Paning, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Monigong,Pape Krong,263361,21,138.0,"Pape Krong, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Monigong,Pullom,263370,13,70.0,"Pullom, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Monigong,Remang Village,263353,15,67.0,"Remang Village, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Monigong,Sheet,263383,22,118.0,"Sheet, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Monigong,Soyorgong,263364,12,74.0,"Soyorgong, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Monigong,Sukudom,263369,12,67.0,"Sukudom, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Monigong,Tabha,263351,7,36.0,"Tabha, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Monigong,Tasum,263365,2,15.0,"Tasum, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Monigong,Yadang,263352,10,45.0,"Yadang, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Monigong,Yangrang,263388,13,95.0,"Yangrang, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Shiyomi,Monigong,Yorkodom,263363,16,89.0,"Yorkodom, Shiyomi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Kra daadi,Pipsorang,Gatam,265857,5,34.0,"Gatam, Pipsorang, Kra daadi, Arunachal Pradesh, India",28.0979458,93.6001405,matched,,
Kra daadi,Pipsorang,Habak,265858,7,49.0,"Habak, Pipsorang, Kra daadi, Arunachal Pradesh, India",28.1084846,93.5827385,matched,,
Kra daadi,Pipsorang,Hapuk (I),265841,0,0.0,"Hapuk (I), Pipsorang, Kra daadi, Arunachal Pradesh, India",28.0967863,93.5839299,matched,,
Kra daadi,Pipsorang,Kokso,265862,7,50.0,"Kokso, Pipsorang, Kra daadi, Arunachal Pradesh, India",28.0838152,93.6115937,matched,,
Kra daadi,Pipsorang,Neopum,265838,0,0.0,"Neopum, Kra daadi, Arunachal Pradesh, India",,,NO MATCH — Bhuvan also failed or district mismatch,,
Kra daadi,Pipsorang,Richik,265851,6,33.0,"Richik, Pipsorang, Kra daadi, Arunachal Pradesh, India",28.064816,93.6543383,matched,,
